transaction_id,user_id,first_name,last_name,username,email,age,subscription,region,city,store_id,product_category,quantity,price,sale_amount,status,transaction_date,raw_timestamp
T0002267,U004435,Caleb,Velez,stanleygary,reyescarmen@example.com,46.0,Basic,East,Guwahati,S049,Home & Kitchen,6,40.19,241.14,Completed,2024-08-22,11/01/2026 18:03
T0013187,U001230,Jacob,Hodges,amy02,ericgarcia@example.org,19.0,Basic,West,Surat,S002,Books,5,,469.35,Completed,2025-08-22,2025-08-13 10:28:04
T0016064,U006473,Toni,Neal,zadams,adamsmichael@example.org,74.0,Basic,North,Delhi,S024,Books,5,178.07,890.35,Completed,04-Sep-2025,2025-08-22T18:20:46
T0010810,U005522,Martha,Meyer,thomasanne,qgutierrez@example.com,66.0,Basic,North,Lucknow,S047,Clothing,5,153.61,768.05,Completed,03-17-2026,23/11/2024 20:05
T0016330,U006410,Derrick,Vargas,sandersbrenda,pware@example.org,59.0,Standard,North,Delhi,S023,Electronics,2,67.93,135.86,Completed,2025-07-17,2024-12-13T16:52:31
T0009959,U004203,Donna,Howard,christopherparks,lewiswilliam@example.net,16.0,Standard,East,Guwahati,S053,Groceries,3,,169.5,Pending,30/11/2024,02/08/2024 15:49
T0004615,U000034,John,Kim,brownbrian,,49.0,Premium,South,Kochi,S008,Electronics,3,64.95,194.85,Cancelled,28-Sep-2024,20/08/2025 15:24
T0000454,U006691,Kyle,Cross,ariana22,haroldjoseph@example.com,21.0,Standard,North,Chandigarh,S003,Electronics,1,38.52,38.52,,2026-06-19,2025-02-14 01:56:20
T0004622,U002722,Carrie,Ortega,karenfuentes,juanthomas@example.net,27.0,Premium,South,Chennai,S006,Beauty,3,149.26,447.78,Completed,14-Jul-2025,2025-04-17T01:45:44
T0001711,U004201,Paul,Curtis,ricemark,sullivanpaula@example.com,65.0,Basic,West,Ahmedabad,S003,Clothing,1,97.93,97.93,Completed,05-21-2025,20/10/2025 17:07
T0002396,U002548,Jason,Maxwell,dwilliams,ianderson@example.net,17.0,Basic,South,Hyderabad,S056,Electronics,1,36.16,36.16,Completed,23-Jun-2026,2025-01-02 11:54:40
T0001271,U003852,Sherry,Gomez,zbyrd,doneal@example.net,24.0,Premium,South,Kochi,S019,Beauty,2,38.32,76.64,Completed,2025-10-02,24/12/2025 21:02
T9001292,U002136,Michael,Schneider,garciaamy,kkennedy@example.com,26.0,Basic,West,Pune,S004,Beauty,3,86.39,259.17,,11-06-2025,2026-04-01T16:08:57
T9002321,U001777,Joseph,House,   ,maciasdavid@example.org,59.0,Basic,South,Kochi,S060,Clothing,1,40.69,40.69,Completed,05-02-2025,30/11/2025 23:37
T0015731,U003326,Whitney,Reed,barbara98,mary83@example.org,32.0,Standard,North,Delhi,S013,Beauty,1,230.64,230.64,Completed,13/09/2024,2024-07-31T04:23:37
T0010034,U005809,Aaron,Baker,nancysmith,smithshannon@example.com,29.0,Basic,South,Kochi,S003,Home & Kitchen,3,165.11,495.33,Completed,08-12-2025,17/04/2025 15:43
T0001786,U004279,Nicholas,Johnson,aguilarkevin,esalinas@example.org,18.0,Standard,North,Chandigarh,S051,Clothing,3,107.68,323.04,Completed,21-Nov-2025,2025-05-21T10:05:46
T9001124,U001113,Kristen,Wong,mary93,christophercrawford@example.org,49.0,Premium,South,Bangalore,S025,Books,1,63.48,63.48,Completed,19/07/2024,2025-06-20T06:10:26
T9001888,U000159,Christine,Reyes,john79,traceybrown@example.org,33.0,Standard,East,Patna,S023,Groceries,2,85.77,171.54,Cancelled,19/08/2025,2025-01-24T20:07:07
T0003295,U003983,Sara,Mcdaniel,michaelnewton,murraylauren@example.net,32.0,Premium,West,Pune,S015,Groceries,1,52.2,52.2,Refunded,01-20-2026,2025-10-11 12:08:50
T0009015,U005289,James,Miller,,jennifergarrett@example.net,51.0,Basic,West,Pune,S038,Beauty,3,25.35,,Pending,11-Jan-2025,23/09/2024 22:50
T0015314,U004830,Benjamin,Myers,vmartin,,29.0,Premium,East,Guwahati,S005,Groceries,2,117.33,234.66,Refunded,08/04/2026,2024-11-29T14:19:26
T0005083,U004932,Angela,Ward,lisa33,robertsjohn@example.com,29.0,Basic,South,Bangalore,S022,Groceries,3,126.21,378.63,Completed,09-04-2025,2026-05-19 13:27:14
T0017016,U000800,Kenneth,Miller,elijahwebster,jeremy62@example.net,19.0,Premium,North,Chandigarh,S044,Books,1,45.34,45.34,Completed,20-Aug-2024,2024-11-03T09:09:49
T0015641,U006852,Jon,Avery,richderek,clopez@example.org,74.0,Premium,North,Jaipur,S058,Home & Kitchen,2,37.39,74.78,,04-May-2025,2024-11-13T00:20:41
T9002343,U006046,Norma,Kirby,smithabigail,edwin50@example.org,20.0,Premium,South,Bangalore,S040,Books,1,102.96,102.96,Completed,12-10-2024,2026-02-19T20:37:53
T0017723,U004065,David,Cohen,martinmatthew,douglaswilliam@example.org,73.0,Premium,North,Lucknow,S041,Home & Kitchen,3,88.32,264.96,Completed,10-15-2025,2024-11-28T03:10:18
T0008354,U005810,Kevin,Kim,dawn30,shelbythomas@example.net,56.0,Premium,East,Guwahati,S023,Groceries,3,82.51,247.53,,05-Aug-2025,2025-02-28 05:58:39
T0016734,U006880,Carrie,Jimenez,darren08,sleonard@example.org,36.0,Standard,West,Surat,S006,Electronics,2,,103.72,Completed,2025-03-15,04/08/2024 04:40
T0003666,U002817,Eileen,Kirby,richard62,greenehelen@example.net,48.0,Premium,West,Surat,S024,Beauty,4,27.96,111.84,Completed,24-Mar-2025,2024-10-17T14:23:16
T0004589,U002416,Mark,Torres,waltersjennifer,davidtownsend@example.com,21.0,Standard,South,Chennai,S019,Groceries,6,388.08,2328.48,Completed,11-30-2025,19/02/2026 18:35
T9001537,U002574,Shelby,Fleming,cynthiasullivan,samantha54@example.net,19.0,Basic,South,Chennai,S047,Sports,6,162.13,972.78,,16/07/2026,01/05/2026 10:16
T0012272,U001168,Sherry,Fleming,nicole86,emilyfleming@example.net,68.0,Premium,North,Jaipur,S016,Beauty,6,52.31,,Completed,12-Jan-2025,2025-02-21 03:41:35
T0008093,U001222,Christopher,Harrison,chadthomas,justinking@example.org,60.0,Premium,West,Ahmedabad,S022,Books,5,91.97,459.85,Completed,2025-04-14,2026-07-06 05:49:55
T0002009,U001391,Marcus,Walton,vtapia,hwade@example.com,26.0,Basic,North,Chandigarh,S044,Beauty,1,29.71,29.71,Completed,05-Apr-2025,2025-07-13T15:33:05
T0003187,U003388,Robin,Fox,imartin,pcollins@example.com,46.0,Premium,North,Delhi,S037,Electronics,4,102.06,408.24,Completed,04-18-2026,2024-10-21T13:46:17
T0014052,U002995,Nathan,Ramsey,mayocrystal,nicole57@example.com,42.0,Standard,West,Pune,S011,Groceries,2,54.66,109.32,Completed,02-Jan-2026,01/06/2026 16:32
T9000208,U001092,Richard,Bishop,lindsey89,eharris@example.net,64.0,Standard,West,Ahmedabad,S052,Clothing,2,144.24,288.48,Completed,26/09/2024,2025-01-08T16:48:24
T0013815,U003861,Sherry,Smith,eric00,wendy73@example.com,16.0,Premium,East,Kolkata,S016,Books,3,60.59,181.77,Cancelled,06/01/2025,2026-05-11T19:12:47
T9001421,U001209,Jennifer,Smith,   ,cstevens@example.com,58.0,Standard,West,Ahmedabad,S047,Books,6,30.11,180.66,Completed,01/02/2025,11/06/2026 05:15
T0013683,U006459,Nathaniel,Stevens,keithjohnson,kstevens@example.org,38.0,Premium,East,Patna,S035,Beauty,1,,340.99,Completed,16-Apr-2025,07/03/2025 03:20
T0016757,U001169,Jared,Bowers,hollylittle,abarnes@example.com,21.0,Standard,South,Chennai,S041,Electronics,2,80.73,161.46,Completed,2026-02-23,2026-07-08T16:44:49
T0007003,U000552,Joanna,Barron,fosterjenna,harveychristian@example.com,49.0,Standard,West,Ahmedabad,S037,Home & Kitchen,4,160.96,643.84,Completed,04-May-2025,2025-09-02T02:23:10
T0011651,U003255,Linda,Stevenson,daletanner,nlewis@example.com,60.0,Basic,South,,S001,Clothing,3,190.24,570.72,Completed,18/08/2025,2025-10-28 15:37:12
T0000848,U003094,Robert,Payne,cynthiafowler,johnsonjulie@example.org,65.0,Basic,South,Bangalore,S053,Groceries,3,282.55,847.65,Completed,15-Nov-2024,2025-04-19 22:19:04
T0007684,U006974,Michael,Gallagher,debra06,smithvictoria@example.org,69.0,Standard,South,Chennai,S056,Electronics,4,74.31,297.24,Completed,04/05/2026,2025-09-23 04:33:29
T9000047,U005568,Dawn,Kennedy,smallheather,taylorkristy@example.org,72.0,Premium,South,Bangalore,S051,Electronics,3,76.54,229.62,Pending,04-10-2025,2024-07-31 18:05:03
T0001662,U003575,Thomas,Richards,mendozakevin,james65@example.com,33.0,Standard,West,Surat,S015,Electronics,3,131.72,395.16,Completed,04-06-2026,2024-10-17T22:12:16
T9000734,U000511,Michelle,Garcia,schmidtanthony,shelby95@example.net,42.0,Premium,West,Mumbai,S034,Groceries,3,97.89,293.67,Completed,22-Dec-2025,2025-05-13T18:57:25
T0015557,U006583,Kristin,Nunez,ialexander,tyler84@example.org,62.0,Basic,West,Ahmedabad,S051,Sports,1,162.46,162.46,Completed,06/11/2025,23/12/2024 15:04
T0014863,U006719,Erin,Gaines,lancefisher,whitedaniel@example.net,40.0,Premium,South,Chennai,S042,Sports,6,204.18,1225.08,,08/06/2025,2026-03-08 22:21:07
T0000202,U001309,Cynthia,Bowers,petersonkayla,,45.0,Premium,East,Bhubaneswar,S033,Clothing,4,63.24,252.96,Completed,06-11-2025,2024-12-31T18:47:23
T0011950,U003783,Troy,Kennedy,lanetony,krusso@example.net,26.0,Standard,North,Jaipur,S021,Sports,6,57.37,344.22,Completed,07-Mar-2026,2026-01-27 15:42:20
T0004761,U002267,Troy,Love,molinadenise,zwebb@example.com,57.0,Basic,West,Mumbai,S054,Clothing,6,53.56,321.36,Pending,10-Feb-2026,2026-01-12 12:40:59
T0012909,U004038,Brian,Martin,khernandez,hjohnson@example.com,24.0,Standard,South,Bangalore,S027,Books,4,36.19,144.76,Completed,02-19-2026,11/06/2025 00:19
T0017210,U000979,Lauren,Castillo,burgessheather,carlsonteresa@example.com,42.0,Premium,South,Bangalore,S017,Home & Kitchen,1,64.98,64.98,Completed,2026-05-10,11/08/2025 22:14
T0004930,U004882,Marvin,Ortega,john29,durhamcheryl@example.com,42.0,Standard,South,Chennai,S050,Books,5,,208.5,Completed,2025-03-11,03/08/2025 20:55
T0003728,U000728,David,Valdez,brooksashley,taylorryan@example.org,67.0,Standard,North,Chandigarh,S031,Books,5,129.01,645.05,Completed,2025-10-06,10/04/2025 10:47
T0014375,U004531,Brandon,Moore,brent37,fbest@example.org,55.0,Basic,West,Pune,S038,Groceries,4,167.25,669.0,Completed,07-Aug-2025,2025-01-04T09:17:47
T0002514,U005217,Lisa,Gomez,,chadgonzalez@example.com,32.0,Premium,East,Patna,S004,Clothing,6,145.47,872.82,Completed,13-May-2026,01/02/2025 15:39
T0013494,U004606,Natasha,Mosley,thomasharrison,pcummings@example.net,73.0,Basic,East,Kolkata,S005,Books,6,54.79,328.74,Completed,04-15-2025,06/12/2025 19:39
T0005012,U004169,Linda,Bailey,oolson,theresa07@example.com,21.0,Basic,North,Delhi,S038,Groceries,4,280.65,1122.6,Completed,10-Dec-2024,15/01/2025 11:44
T0000287,U002460,Kristin,Dean,millerangela,melissa87@example.org,67.0,Standard,North,Delhi,S044,Electronics,2,241.28,482.56,Completed,02/08/2025,20/05/2025 15:17
T0010594,U005446,Ryan,Stevenson,jessicahouston,connercharles@example.com,21.0,Basic,West,Ahmedabad,S025,Clothing,5,141.26,706.3,Completed,15/03/2026,2025-03-23T08:24:42
T0012872,U002066,Teresa,Martinez,,smithmeredith@example.org,27.0,Basic,West,Ahmedabad,S031,Groceries,4,55.17,220.68,Completed,08/05/2026,2024-12-03T08:45:28
T0012948,U000964,Christina,Jensen,fperez,campbellchristopher@example.net,28.0,Basic,West,Mumbai,S020,Electronics,2,29.84,59.68,Completed,13/11/2025,18/02/2026 18:29
T0005822,U003604,William,Sandoval,asoto,monica98@example.net,64.0,Standard,North,Jaipur,S005,Beauty,4,116.97,467.88,Completed,30-Dec-2024,15/02/2026 13:54
T0015873,U006243,Brittany,Macias,sullivanadrian,,42.0,Premium,West,Surat,S021,Books,5,,764.05,Completed,05/10/2024,2026-01-17 23:42:55
T9000986,U004967,Karen,Meyers,harry77,hendrixmicheal@example.org,66.0,Standard,West,Surat,S019,Sports,5,229.31,1146.55,Completed,04-29-2026,2025-03-03 04:32:07
T0004222,U001679,Paul,Scott,newmanpamela,sedwards@example.net,21.0,Standard,West,Pune,S047,Clothing,4,161.55,646.2,Pending,06-22-2026,2024-07-28 13:25:02
T0012774,U000337,Steven,Jones,charlesvictoria,,57.0,Basic,West,Pune,S044,Electronics,1,110.05,110.05,Completed,03-Aug-2025,2026-03-19 18:20:43
T0005166,U004639,Brian,Williams,shelby46,griffinmichelle@example.org,40.0,Premium,North,Jaipur,S049,Groceries,3,177.49,532.47,,10-24-2025,2026-06-05 08:22:09
T0006753,U005025,Cynthia,Morgan,juarezbrandy,roy06@example.net,30.0,Premium,South,Bangalore,S049,Sports,2,177.6,355.2,Completed,10-Mar-2025,2026-07-12 05:36:02
T0000191,U006584,Andrea,Harding,mphillips,jerry93@example.com,62.0,Standard,South,Bangalore,S046,Electronics,4,294.49,1177.96,Completed,20-Mar-2025,2026-01-26T18:02:57
T0002747,U001137,Melissa,James,jennifer10,allisonlopez@example.org,48.0,Standard,East,Kolkata,S017,Clothing,6,29.26,175.56,Pending,2024-11-05,12/03/2025 17:22
T0000629,U004952,Shane,Graham,hsmall,pdean@example.com,51.0,Basic,South,Bangalore,S021,Home & Kitchen,6,142.58,855.48,Pending,2024-11-11,2025-12-30T14:43:37
T0016452,U006732,Christopher,French,carpenterkenneth,kimberlyfletcher@example.com,35.0,Standard,East,Kolkata,S056,Sports,2,317.98,635.96,Pending,12/07/2026,2025-07-30 17:30:16
T0000544,U002849,Tara,Webster,eric88,deborah47@example.com,26.0,Basic,East,Guwahati,S036,Groceries,1,75.02,75.02,Cancelled,13/07/2026,2025-11-17T06:43:58
T0007266,U004426,Deborah,Lewis,,williamsjeffrey@example.org,23.0,Premium,North,Lucknow,S054,Books,6,90.77,544.62,Completed,09-16-2024,09/11/2024 17:58
T0008483,U005556,Michael,Atkins,jaredrhodes,david93@example.net,59.0,Standard,South,Hyderabad,S043,Electronics,5,130.47,652.35,Completed,17-Jun-2025,2025-07-14 06:27:48
T0009062,U002424,Natalie,Pacheco,schultzbelinda,fernandoparker@example.org,23.0,Standard,North,Lucknow,S039,Sports,3,116.27,348.81,Completed,2026-07-09,2026-02-13 16:07:02
T9000852,U002908,Andrew,Bell,blutz,williamsdenise@example.org,24.0,Standard,South,Kochi,S017,Home & Kitchen,3,65.13,195.39,Completed,18-Sep-2024,2026-07-09 05:17:04
T0002183,U000502,Scott,Miller,ydelgado,aaronmorrison@example.org,36.0,Standard,South,Bangalore,S031,Beauty,3,57.38,172.14,Pending,09-08-2024,2026-03-14 10:39:31
T0012981,U001769,Thomas,Wilkins,mario21,kaylawilson@example.com,47.0,Premium,East,Kolkata,S049,Groceries,4,151.98,607.92,Cancelled,01-10-2026,2025-08-09T10:42:39
T0009459,U003455,Shannon,Allen,jacobgraham,acortez@example.org,65.0,Premium,East,Guwahati,S027,Home & Kitchen,2,78.24,156.48,Completed,05-04-2025,07/01/2026 08:30
T9002352,U001860,Sarah,Drake,spearsmichael,michael10@example.com,45.0,Basic,East,Kolkata,S031,Electronics,4,35.34,141.36,Completed,17/10/2025,15/10/2024 16:56
T0014434,U004587,Brian,Smith,melissabass,patricia03@example.net,59.0,Standard,South,Chennai,S022,Books,6,144.78,868.68,Completed,17-Jun-2026,2025-03-28T01:21:22
T0010854,U005089,David,Wood,gkemp,jchandler@example.org,25.0,Basic,North,Lucknow,S038,Clothing,4,158.88,635.52,Completed,2025-11-03,2026-05-20 04:04:47
T0006023,U005741,Nicole,Dixon,olewis,mburns@example.net,0.0,Premium,West,Surat,S022,Clothing,4,138.7,554.8,Completed,05-27-2026,07/02/2026 18:12
T0013670,U003748,Gail,Riley,schmidtbarbara,brownsarah@example.com,34.0,Basic,West,Mumbai,S060,Groceries,6,31.35,188.1,Completed,06-28-2025,2025-09-26 02:02:57
T0008340,U003900,William,Marshall,ericyoung,matthew76@example.net,45.0,Premium,East,Kolkata,S044,Groceries,6,18.11,108.66,Completed,2025-04-20,2025-03-03 21:21:34
T0001192,U000694,Jesus,Wiggins,cbrown,robert35@example.net,22.0,Basic,North,Lucknow,S039,Beauty,3,92.17,276.51,Completed,02-Mar-2025,18/05/2026 01:27
T0000598,U001078,Shannon,Russo,johnreeves,melaniejennings@example.com,70.0,Standard,South,Bangalore,S032,Sports,4,,414.28,Completed,2024-10-22,21/11/2024 20:31
T0017215,U001783,Ryan,Campbell,icaldwell,margaret37@example.net,22.0,Basic,East,Kolkata,S051,Home & Kitchen,6,86.29,517.74,Completed,12-06-2024,2026-06-10T16:19:37
T0006495,U001418,Andrew,Torres,   ,tjones@example.com,64.0,Premium,North,Jaipur,S054,Groceries,6,61.24,367.44,Completed,28/12/2024,2025-11-06T15:46:01
T0015639,U002094,Andrew,Taylor,   ,emilygonzalez@example.net,55.0,Standard,South,Bangalore,S011,Books,4,170.27,681.08,Pending,27-May-2025,2025-04-29 14:52:16
T0003433,U000842,Hannah,Hernandez,parksandre,tsalazar@example.org,62.0,Standard,East,Patna,S007,Electronics,1,59.42,59.42,Completed,03-Apr-2025,2025-06-10T20:30:09
T0003377,U004975,Mark,Watts,gweaver,gregory04@example.com,67.0,Premium,North,Delhi,S038,Books,5,57.79,288.95,Pending,04/12/2025,2025-09-20 13:01:15
T0003555,U003319,Andrew,Reeves,kyle40,smithpamela@example.org,52.0,Standard,North,Chandigarh,S050,Electronics,3,122.98,368.94,Cancelled,01-19-2025,2025-04-06 05:13:33
T0015336,U005109,Jennifer,Rogers,scottmosley,gregoryhaney@example.com,66.0,Basic,East,Guwahati,S021,Sports,4,64.94,259.76,Completed,21/04/2026,2025-10-19 21:08:33
T0015618,U002913,Miguel,Lee,mwilson,adam21@example.org,56.0,Premium,North,Delhi,S057,Sports,5,70.07,350.35,Completed,15/09/2025,2024-12-01 16:01:12
T0006522,U004763,Carrie,Espinoza,curtis71,yclayton@example.org,29.0,Standard,South,Kochi,S039,Home & Kitchen,2,98.71,197.42,Completed,05-12-2025,2024-11-05 17:21:24
T0001053,U001508,Penny,Smith,fgrimes,monicaolson@example.com,72.0,Premium,North,Chandigarh,S001,Sports,5,207.34,1036.7,Completed,09-Jun-2026,25/03/2025 05:23
T0001885,U004336,Gary,Moore,   ,jillian19@example.com,24.0,Premium,North,,S054,Sports,4,320.34,1281.36,Completed,2024-11-28,2025-03-31T01:34:27
T0002819,U004417,Rachel,Morales,jennifer59,qhudson@example.org,49.0,Premium,East,Patna,S041,Electronics,6,94.3,565.8,Completed,06-23-2026,10/08/2024 20:16
T0017662,U005600,Patrick,Collins,nealjeremy,jimmy88@example.org,41.0,Standard,South,Kochi,S003,Electronics,4,35.08,140.32,Completed,12/04/2025,2026-03-31T01:50:15
T0002733,U006452,Tonya,Brown,matthewgrant,kwolf@example.net,33.0,Standard,South,Bangalore,S007,Sports,4,13.47,53.88,Completed,02-20-2026,2026-03-24 03:30:47
T0008079,U000881,Thomas,Hamilton,stephensonkayla,whitelinda@example.com,56.0,Premium,West,Ahmedabad,S058,Home & Kitchen,3,236.99,710.97,Completed,12-Apr-2025,2025-06-07T20:51:27
T9000972,U005001,Michael,Lee,christineramirez,richardsglenn@example.org,74.0,Premium,West,Surat,S037,Sports,4,100.41,401.64,,14-Dec-2024,22/07/2024 22:11
T9001560,U004812,Jeremy,Wagner,aaronmurphy,julian02@example.net,75.0,Standard,West,Pune,S056,Books,5,18.7,93.5,,31-Oct-2025,2026-03-22 11:53:53
T0012990,U005368,Mark,Munoz,xbonilla,zacharycunningham@example.org,59.0,Standard,East,Kolkata,S007,Books,3,105.83,317.49,Pending,01-Dec-2025,2025-12-22 12:51:16
T0016212,U003636,David,Walters,harveyheather,richardsonashlee@example.net,63.0,Basic,South,Hyderabad,S018,Groceries,5,139.96,,Completed,14-Jul-2026,2026-01-09 12:04:46
T0000554,U000865,Francisco,Brown,courtney71,william90@example.com,26.0,Basic,East,Guwahati,S007,Books,2,53.9,107.8,Completed,07-Mar-2025,20/04/2026 17:24
T0012112,U002345,Cody,Rice,wiseashley,robin63@example.com,60.0,Premium,East,Kolkata,S032,Books,3,160.98,482.94,Pending,2025-10-14,2024-11-02 15:30:34
T0011075,U004394,Cynthia,Blankenship,wyoung,heather23@example.com,64.0,Premium,West,Pune,S014,Books,1,122.62,122.62,Completed,03-03-2025,14/02/2025 15:32
T9000743,U002213,Stephen,Gutierrez,williamhubbard,daniel99@example.org,42.0,Basic,West,Mumbai,S007,Sports,3,379.61,1138.83,Completed,09/10/2025,2024-07-21T10:22:20
T9000684,U006114,Andrew,Crane,emilyhayes,kking@example.com,74.0,Premium,North,Chandigarh,S056,Electronics,6,81.4,488.4,Completed,05-06-2025,2025-10-27 21:58:20
T0005041,U003794,Jill,Harper,jamesingram,jodysoto@example.net,73.0,Premium,North,Delhi,S045,Groceries,4,148.09,592.36,Completed,14-Sep-2024,2025-09-29T16:13:22
T9001272,U004382,Jennifer,Nguyen,ronald28,manningcraig@example.net,21.0,Standard,South,Chennai,S021,Books,5,49.81,249.05,Completed,07-24-2025,2026-03-04 06:14:48
T0012724,U002284,James,Hill,bakertroy,zmarquez@example.net,37.0,Standard,East,Bhubaneswar,S051,Groceries,5,89.4,447.0,Completed,01-31-2025,2025-05-25T08:27:18
T0001709,U006683,Aaron,Jones,raymondgarcia,xarnold@example.org,52.0,Standard,East,Guwahati,S049,Books,6,127.8,766.8,Refunded,07/11/2024,2025-07-22 15:20:50
T0016054,U004300,Caleb,Whitaker,petersonrachel,lisaobrien@example.net,75.0,Basic,South,Kochi,S050,Books,6,125.75,754.5,Completed,07/01/2026,03/06/2025 19:48
T0001830,U005098,Daniel,Gilbert,arodriguez,simmonsangela@example.net,64.0,Standard,North,Jaipur,S030,Clothing,4,43.25,173.0,Completed,2026-06-30,08/11/2024 02:03
T0013558,U003905,Vanessa,Anderson,patrickjennifer,gvargas@example.org,71.0,Standard,South,Chennai,S011,Electronics,6,138.72,832.32,Pending,04-20-2026,26/06/2026 23:20
T9000085,U002405,Jennifer,Patel,laguirre,wandagardner@example.com,59.0,Premium,East,Patna,S043,Groceries,4,135.27,541.08,Completed,08-17-2024,22/01/2026 21:49
T0008210,U002388,Brandon,Ibarra,carlosbowen,cwilliams@example.com,69.0,Basic,South,Chennai,S057,Home & Kitchen,6,96.12,576.72,Completed,2026-03-04,2024-09-13 05:13:43
T0006467,U003995,Brandi,Carpenter,jeff60,ywolfe@example.com,50.0,Standard,East,Guwahati,S060,Clothing,6,132.28,,Completed,2024-09-12,2025-03-30T16:52:46
T0008890,U006911,Robert,Dorsey,joshuaharper,ckirby@example.net,32.0,Basic,East,Guwahati,S053,Home & Kitchen,6,62.87,377.22,Completed,05-Jan-2025,03/10/2025 15:52
T0008118,U005423,Travis,Goodman,xjackson,gsmith@example.net,73.0,Basic,North,Chandigarh,S028,Sports,2,172.09,344.18,Cancelled,27/02/2026,2026-02-26 16:01:20
T9000483,U002650,Laura,Ibarra,brendan92,michelleking@example.net,73.0,Standard,North,Delhi,S015,Home & Kitchen,5,142.64,713.2,Completed,26/03/2026,2025-05-31T18:20:41
T0015749,U002679,Lynn,Mcdaniel,cberry,gwade@example.net,69.0,Standard,West,Pune,S002,Beauty,2,110.95,221.9,Completed,14/11/2024,18/03/2025 14:32
T0004147,U003342,Nancy,Johnson,jackson43,gmay@example.net,58.0,Basic,East,Guwahati,S017,Books,4,48.78,195.12,Completed,03-29-2026,2025-03-20 10:33:36
T0007087,U000441,Robert,Evans,christopherwolfe,audrey88@example.org,17.0,Standard,South,Kochi,S059,Groceries,4,77.82,311.28,Completed,08-13-2024,19/06/2026 14:07
T0012037,U003789,Michael,Matthews,jwood,mcconnelltyrone@example.org,73.0,Premium,East,Guwahati,S027,Groceries,3,107.27,321.81,Pending,21/07/2024,23/05/2026 17:18
T0003657,U003199,Nicole,Green,schmidtjoseph,williamsonrobin@example.com,19.0,Premium,North,Jaipur,S055,Clothing,3,,277.95,Completed,11/05/2026,2026-07-08 10:37:54
T0017470,U004063,Ryan,Grant,samantha60,christopherwilliams@example.com,32.0,Premium,West,Pune,S023,Clothing,4,96.27,385.08,Completed,2025-01-20,2025-04-21 06:58:55
T9000353,U005002,Miguel,Smith,larry82,terrancemorrison@example.com,56.0,Standard,North,Chandigarh,S006,Books,3,203.88,611.64,Completed,09-18-2025,2025-11-25T14:48:49
T0010805,U005411,Amanda,Castro,xjones,nmalone@example.org,60.0,Basic,South,Hyderabad,S013,Books,6,107.8,646.8,Completed,16/03/2025,2025-06-24T19:19:46
T0011838,U000465,Nicole,Estrada,lauraestrada,millermatthew@example.com,48.0,Premium,South,Kochi,S018,Home & Kitchen,6,38.95,233.7,Completed,2025-07-16,22/03/2026 00:28
T9000930,U000696,Carlos,Wu,eric09,,69.0,Standard,East,Bhubaneswar,S021,Groceries,6,127.12,762.72,Cancelled,20-Feb-2026,28/01/2025 17:27
T0017935,U005122,Kristin,Mccarty,henrymoore,troy30@example.com,61.0,Standard,East,Guwahati,S057,Home & Kitchen,2,100.04,200.08,Completed,04-11-2026,2025-06-02 19:54:27
T0013527,U000616,Stacey,Huber,potterjason,barbara01@example.org,64.0,Premium,East,Kolkata,S051,Beauty,1,69.5,69.5,Completed,29/12/2025,2025-03-28T13:03:34
T0002381,U000377,Jose,Leon,brandi07,wardkevin@example.net,70.0,Standard,East,Patna,S015,Clothing,6,42.22,253.32,Completed,12-17-2024,2026-03-20T08:02:02
T0013429,U000730,Robin,Flynn,wesleyarellano,,67.0,Basic,South,Bangalore,S008,Books,1,41.61,41.61,Completed,24/04/2026,20/07/2025 19:49
T9000136,U004706,Justin,Miller,hthompson,julia95@example.net,67.0,Premium,East,Kolkata,S057,Sports,1,111.15,111.15,,2025-10-18,2025-01-29T16:58:29
T0007250,U002329,Deanna,Brown,ghunt,dwoods@example.net,45.0,Premium,South,Bangalore,S047,Beauty,2,105.0,210.0,Completed,07-06-2025,31/05/2025 05:49
T0000783,U006754,Jason,Rojas,tara53,robertstimothy@example.com,62.0,Premium,South,Hyderabad,S039,Sports,5,56.99,284.95,Completed,09-05-2025,2024-12-23T23:38:15
T0003654,U004023,Rebecca,Brown,ysmith,gcastaneda@example.net,75.0,Premium,East,Kolkata,S053,Clothing,4,61.65,,Cancelled,10/05/2026,2025-07-08 09:31:13
T0009603,U004151,Austin,Russo,umata,ejohns@example.org,53.0,Basic,North,Lucknow,S041,Sports,3,220.05,660.15,Completed,03-Oct-2025,2026-06-15T20:29:57
T0012968,U002096,Cody,Pitts,drodriguez,,49.0,Basic,North,Chandigarh,S053,Groceries,6,115.62,693.72,Completed,2026-03-29,21/03/2025 12:50
T0015636,U001619,Derek,Fisher,zferrell,vfrazier@example.org,48.0,Premium,East,Patna,S024,Sports,4,48.06,192.24,Pending,08/07/2026,2026-06-24T05:11:33
T9001956,U001973,Marcus,Wilson,,zmoody@example.com,34.0,Standard,West,Mumbai,S024,Sports,3,232.23,,Cancelled,12-Sep-2024,27/09/2025 21:09
T0011882,U005056,Francisco,Salinas,anthony98,johnsonkristen@example.net,56.0,Standard,South,Bangalore,S004,Electronics,6,115.05,690.3,Completed,10-14-2025,2024-09-06 14:51:21
T0001536,U002304,Beth,Mcneil,ghorne,morgan69@example.net,64.0,Premium,South,Bangalore,S007,Books,1,,133.4,Cancelled,06/08/2025,2026-02-05T06:50:45
